Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
23625988;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;18;;;46344;685930.00;988475.00;2013-12-03T00:00:00
23625996;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;19;;;46344;685913.00;988434.00;2013-12-03T00:00:00
23626003;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;20;;;46344;685881.00;988340.00;2013-12-03T00:00:00
23626011;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;21;;;46344;685863.00;988306.00;2013-12-03T00:00:00
23626020;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;22;;;46344;685946.00;988495.00;2013-12-03T00:00:00
23626038;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;23;;;46344;686017.00;988708.00;2013-12-03T00:00:00
23626046;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;24;;;46344;685975.38;988636.00;2013-12-03T00:00:00
23626054;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;25;;;46344;685952.00;988584.00;2013-12-03T00:00:00
23626062;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;27;;;46344;685919.00;988540.00;2013-12-03T00:00:00
23626071;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;28;;;46344;686119.00;989039.00;2013-12-03T00:00:00
23626089;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;30;;;46344;686072.00;988584.00;2013-12-03T00:00:00
23626097;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;31;;;46344;686121.00;989094.00;2013-12-03T00:00:00
23626101;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;33;;;46344;686078.00;988410.00;2013-12-03T00:00:00
23626119;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;34;;;46344;686060.00;988515.00;2013-12-03T00:00:00
23626127;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;35;;;46344;686015.00;988514.00;2013-12-03T00:00:00
23626135;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;36;;;46344;686095.00;988372.00;2013-12-03T00:00:00
23626143;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;37;;;46344;686032.00;988398.00;2013-12-03T00:00:00
23626151;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;39;;;46344;686081.00;988827.00;2013-12-03T00:00:00
23626160;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;40;;;46344;686207.00;989181.00;2013-12-03T00:00:00
23626178;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;42;;;46344;687019.00;988930.00;2013-12-03T00:00:00
23626186;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;44;;;46344;686034.00;988799.00;2013-12-03T00:00:00
23626194;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;45;;;46344;685874.00;988568.00;2013-12-03T00:00:00
23626208;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;46;;;46344;686035.00;988846.00;2013-12-03T00:00:00
23626216;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;48;;;46344;686222.21;988412.08;2013-12-03T00:00:00
23626224;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;49;;;46344;686063.00;988792.00;2013-12-03T00:00:00
23626232;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;50;;;46344;686088.81;988918.69;2013-12-03T00:00:00
23626241;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;51;;;46344;686129.00;988276.00;2013-12-03T00:00:00
23626259;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;52;;;46344;686948.00;988878.00;2013-12-03T00:00:00
23626267;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;53;;;46344;686227.00;989341.00;2013-12-03T00:00:00
23626275;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;54;;;46344;686258.24;989293.21;2013-12-03T00:00:00
23626283;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;55;;;46344;686223.00;989267.00;2013-12-03T00:00:00
23626291;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;56;;;46344;686268.00;989231.00;2013-12-03T00:00:00
23626305;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;57;;;46344;686244.69;989285.98;2013-12-03T00:00:00
23626313;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;1;;;46344;685893.50;988392.63;2013-12-03T00:00:00
23626321;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;2;;;46344;686788.00;987711.00;2013-12-03T00:00:00
23626330;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;3;;;46344;686957.21;988944.44;2013-12-03T00:00:00
23626348;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;4;;;46344;;;2011-07-01T00:00:00
23626356;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;2;;;46344;686041.00;988646.00;2013-12-03T00:00:00
23626364;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;6;;;46344;686835.00;987671.00;2013-12-03T00:00:00
23626372;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;8;;;46344;;;2011-07-01T00:00:00
25594222;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;32;;;46344;686131.63;988374.13;2013-12-03T00:00:00
25594231;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;38;;;46344;686053.00;988424.00;2013-12-03T00:00:00
25594249;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;41;;;46344;686163.69;988315.03;2013-12-03T00:00:00
25594257;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;71;;;46344;;;2011-07-01T00:00:00
26432803;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;10;;;46344;686182.00;988636.00;2013-12-03T00:00:00
26454173;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;12;;;46344;687011.00;988948.00;2013-12-03T00:00:00
26892189;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;43;;;46344;685836.18;988344.80;2013-12-03T00:00:00
28313283;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;29;;;46344;685829.76;988269.61;2013-12-03T00:00:00
28376978;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.ev.;13;;;46344;;;2011-07-01T00:00:00
40377687;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;60;;;46344;686023.19;988816.43;2013-12-03T00:00:00
40377725;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;47;;;46344;686677.63;988076.49;2013-12-03T00:00:00
74489151;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;58;;;46344;686123.22;988470.51;2016-01-20T00:00:00
78516978;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;59;;;46344;686138.43;988507.95;2018-07-16T00:00:00
81514051;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;62;;;46344;686182.71;988263.34;2021-02-17T00:00:00
82210144;544604;Ћпбrek;;;;;161721;Ћпбrek;;;и.p.;64;;;46344;686170.95;988286.26;2021-10-25T00:00:00
